city,state,country,population,zip_code
Sinkolo,Sikasso,Mali,11470,22729
Wormer,Noord-Holland,Netherlands,11470,36407
El Ancor,Oran,Algeria,11469,98094
Kari,Madhya Pradesh,India,11469,52711
Arasur,Tamil Nadu,India,11469,97365
Rupenaguntla,Andhra Pradesh,India,11469,88191
Shanmukhasundarapuram,Tamil Nadu,India,11469,96501
Muna,Yucatan,Mexico,11469,65850
Citrus Springs,Florida,United States,11469,91852
Coswig,Saxony-Anhalt,Germany,11468,83895
Aydincik,Mersin,Turkey,11468,24172
Vlasenica,"Srpska, Republika",Bosnia and Herzegovina,11467,79078
Cidade Gaucha,Parana,Brazil,11467,25529
Prudente de Morais,Minas Gerais,Brazil,11466,83590
Agame,Couffo,Benin,11465,50281
Bhabanipur,West Bengal,India,11465,83805
Gloucester City,New Jersey,United States,11465,86626
Westerkappeln,North Rhine-Westphalia,Germany,11464,76644
Oak Hills,Oregon,United States,11464,68235
Trostberg an der Alz,Bavaria,Germany,11463,96676
Dautphe,Hesse,Germany,11461,76760
Loran,Jammu and Kashmir,India,11461,22876
Ninga,Bihar,India,11461,66680
Kalakada,Andhra Pradesh,India,11461,25097
Duruma,Ar Riyad,Saudi Arabia,11461,84292
Rengali,Odisha,India,11460,12859
Kashaf,Khorasan-e Razavi,Iran,11459,34877
Chauny,Hauts-de-France,France,11456,24628
Khangaon,Bihar,India,11456,88117
Vlasim,Stredocesky Kraj,Czechia,11455,18300
Maruttuvakkudi,Tamil Nadu,India,11455,12412
Buram,Bihar,India,11455,89341
Culcheth,Warrington,United Kingdom,11454,13338
Schiller Park,Illinois,United States,11454,69484
Half Moon Bay,California,United States,11454,15804
Shingbwiyang,Kachin State,Burma,11453,63675
Mogilno,Kujawsko-Pomorskie,Poland,11453,95733
Abadiania,Goias,Brazil,11452,22392
Steha,Tanger-Tetouan-Al Hoceima,Morocco,11452,85984
Cocentaina,Valencia,Spain,11451,30029
Gravelines,Hauts-de-France,France,11451,75263
Chakwai,Bihar,India,11451,37097
Ahlaf,Casablanca-Settat,Morocco,11451,72524
Moss Bluff,Louisiana,United States,11451,26395
Bellegarde-sur-Valserine,Auvergne-Rhone-Alpes,France,11450,32993
Hanover,Pennsylvania,United States,11449,72088
Cantley,Quebec,Canada,11449,70610
Esmoriz,Aveiro,Portugal,11448,95065
Humpolec,Vysocina,Czechia,11447,27258
Chitauria,Bihar,India,11447,17303
Florestopolis,Parana,Brazil,11446,80186
Ouro Branco,Alagoas,Brazil,11446,22177
Madakai,Kerala,India,11446,23747
Lauingen,Bavaria,Germany,11445,98717
Odatturai,Tamil Nadu,India,11445,31823
Montanhas,Rio Grande do Norte,Brazil,11444,89718
Baroni Khurd,Madhya Pradesh,India,11444,88812
Ban Saeo,Chiang Rai,Thailand,11444,85307
Satuek,Buri Ram,Thailand,11444,21963
Lovington,New Mexico,United States,11444,34928
Mack,Ohio,United States,11444,90385
Sideradougou,Cascades,Burkina Faso,11443,79023
Mayate,Marrakech-Safi,Morocco,11443,20038
Weston,Massachusetts,United States,11443,77926
Rychnov nad Kneznou,Kralovehradecky Kraj,Czechia,11442,13438
Grunwald,Bavaria,Germany,11442,45151
Cumanda,Chimborazo,Ecuador,11442,46135
Milici,"Srpska, Republika",Bosnia and Herzegovina,11441,16167
Toropets,Tverskaya Oblast,Russia,11441,23172
Sonoita,Sonora,Mexico,11440,61303
Dhalaa,Khenchela,Algeria,11439,92493
Ajijic,Jalisco,Mexico,11439,40360
Ridgefield,New Jersey,United States,11439,76310
Erin,Ontario,Canada,11439,70709
Saubara,Bahia,Brazil,11438,75478
Lendinara,Veneto,Italy,11438,98950
Varzobkala,Nohiyahoi Tobei Jumhuri,Tajikistan,11438,96258
Woodbury,New York,United States,11437,57445
Caetanopolis,Minas Gerais,Brazil,11435,99941
Ochsenfurt,Bavaria,Germany,11434,46698
Markham,Illinois,United States,11434,37256
Puerto Rico,Meta,Colombia,11433,96880
Barahkurwa,Bihar,India,11433,44207
Volosovo,Leningradskaya Oblast,Russia,11433,84441
Gandhari,Andhra Pradesh,India,11432,35151
Hato Corozal,Meta,Colombia,11431,98259
Engen,Baden-Wurttemberg,Germany,11431,64236
Tlacolulan,Veracruz,Mexico,11431,48278
Emet,Kutahya,Turkey,11431,86709
Er Regueb,Sidi Bouzid,Tunisia,11430,59221
Home Gardens,California,United States,11430,88666
Shahpur,Jharkhand,India,11429,57350
La Libertad,Chontales,Nicaragua,11429,36952
Winton,California,United States,11429,20937
Ramallo,Buenos Aires,Argentina,11428,51702
Medroussa,Tiaret,Algeria,11428,49496
Tucson Mountains,Arizona,United States,11428,96070
Notre-Dame-de-l'Ile-Perrot,Quebec,Canada,11427,33794
San Jose de Guaribe,Guarico,Venezuela,11426,68720
Kumari,Bihar,India,11425,34985
Stradella,Lombardy,Italy,11425,29391
Koori,Fukushima,Japan,11425,67295
Mogogelo,North West,South Africa,11425,82406
Belgrade,Montana,United States,11425,97054
Kuse,Okayama,Japan,11424,31993
Dorog,Komarom-Esztergom,Hungary,11423,52639
Pallipattu,Andhra Pradesh,India,11423,39720
New Garden,Pennsylvania,United States,11423,99698
Lahaina,Hawaii,United States,11423,19906
Malo Crnice,Malo Crnice,Serbia,11422,73820
Kalmiuske,Donetska Oblast,Ukraine,11422,93117
Cangas de Narcea,Asturias,Spain,11421,73238
Vakhrusheve,Luhanska Oblast,Ukraine,11421,61489
Nemyriv,Vinnytska Oblast,Ukraine,11421,91741
Platteville,Wisconsin,United States,11421,86944
Kinattukkadavu,Tamil Nadu,India,11419,13193
Kondhali,Maharashtra,India,11418,50986
Hohenkirchen-Siegertsbrunn,Bavaria,Germany,11417,70481
Haydock,St. Helens,United Kingdom,11416,15220
Casier,Veneto,Italy,11416,29357
Qax,Qax,Azerbaijan,11415,49299
Naliya,Gujarat,India,11415,29549
Sanniquellie,Nimba,Liberia,11415,27474
Jimani,Enriquillo,Dominican Republic,11414,67593
Hoenheim,Grand Est,France,11413,10141
Novy Bor,Liberecky Kraj,Czechia,11412,92186
Mahagama,Jharkhand,India,11412,30694
Tourougoumbe,Kayes,Mali,11412,26863
Hamilton,Pennsylvania,United States,11412,12690
Kostinbrod,Sofia,Bulgaria,11411,55056
Guinagourou,Borgou,Benin,11411,70424
Sales Oliveira,Sao Paulo,Brazil,11411,31320
Pothia,Bihar,India,11411,77963
Senduria,Bihar,India,11411,35419
Raibari Mahuawa,Bihar,India,11411,50832
Toprakkale,Osmaniye,Turkey,11411,45983
Shchastia,Luhanska Oblast,Ukraine,11411,32365
Florennes,Wallonia,Belgium,11410,13911
Sao Amaro das Brotas,Sergipe,Brazil,11410,95997
Cabo Verde,Minas Gerais,Brazil,11410,10649
Recke,North Rhine-Westphalia,Germany,11410,64688
Oulad Friha,Casablanca-Settat,Morocco,11410,36469
Rejiche,Mahdia,Tunisia,11410,91039
Port Lavaca,Texas,United States,11410,53346
Polyarnyye Zori,Murmanskaya Oblast,Russia,11409,97498
Borcka,Artvin,Turkey,11409,50884
Barro Alto,Goias,Brazil,11408,27677
Ovidiopol,Odeska Oblast,Ukraine,11407,70390
Lopon,Punjab,India,11406,95178
Prataparampuram,Tamil Nadu,India,11406,78249
Sociedad,Morazan,El Salvador,11406,72635
Elk City,Oklahoma,United States,11406,84131
Lumaco,Araucania,Chile,11405,89315
Tegueste,Canary Islands,Spain,11405,73734
Majdal Shams,Northern,Israel,11405,22164
Tysvaer,Rogaland,Norway,11405,63184
Rostraver,Pennsylvania,United States,11405,77082
Ganserndorf,Niederosterreich,Austria,11404,45374
Pelileo,Tungurahua,Ecuador,11403,88709
San Rafael Obrajuelo,La Paz,El Salvador,11403,39580
Scottburgh,KwaZulu-Natal,South Africa,11403,66792
Wilton Manors,Florida,United States,11403,33318
Kirchhundem,North Rhine-Westphalia,Germany,11402,24627
Muscoy,California,United States,11402,81614
Touama,Marrakech-Safi,Morocco,11401,46091
Kurim,Jihomoravsky Kraj,Czechia,11400,83902
Buzhum,Batken,Kyrgyzstan,11400,24444
El Menzel,Fes-Meknes,Morocco,11400,49873
Laren,Noord-Holland,Netherlands,11400,27747
Sharg`un,Surxondaryo,Uzbekistan,11400,19229
Bath,New York,United States,11400,91840
Dawley,Telford and Wrekin,United Kingdom,11399,99871
East Glenville,New York,United States,11399,77626
Dobbs Ferry,New York,United States,11397,67804
Gundrajukuppam,Andhra Pradesh,India,11395,58229
Suffern,New York,United States,11395,42368
Wealdstone,Brent,United Kingdom,11394,20944
Grosse Pointe Park,Michigan,United States,11394,41752
East Grand Rapids,Michigan,United States,11394,42916
San Michele al Tagliamento,Veneto,Italy,11393,30817
Spencer,Iowa,United States,11393,80634
Enebakk,Viken,Norway,11392,11133
Sao Joao das Lampas,Lisboa,Portugal,11392,66707
Montegrotto Terme,Veneto,Italy,11391,38670
Yalluru,Andhra Pradesh,India,11390,65162
Greetland,Calderdale,United Kingdom,11389,57724
Higashiizu,Shizuoka,Japan,11389,62837
La Homa,Texas,United States,11389,45974
Kincardine,Ontario,Canada,11389,11109
Wittingen,Lower Saxony,Germany,11388,38755
Diez,Rhineland-Palatinate,Germany,11388,34802
Simrahi,Bihar,India,11388,74771
Norvenich,North Rhine-Westphalia,Germany,11387,53899
Newport,Telford and Wrekin,United Kingdom,11387,51972
Eldorado,Mato Grosso do Sul,Brazil,11386,78642
Pihuamo,Jalisco,Mexico,11386,46704
Guacheta,Cundinamarca,Colombia,11385,85194
Rothenburg ob der Tauber,Bavaria,Germany,11385,91876
Mancha Real,Andalusia,Spain,11385,83997
Falimari,West Bengal,India,11385,62958
Sidi Tabet,LAriana,Tunisia,11385,98469
Batesville,Arkansas,United States,11385,52491
Noeux-les-Mines,Hauts-de-France,France,11384,18495
Oregon,Wisconsin,United States,11384,75181
Anjuna,Goa,India,11383,58112
Lakhipur,West Bengal,India,11383,23097
Hejiaji,Shaanxi,China,11382,31532
Saint-Junien,Nouvelle-Aquitaine,France,11382,41110
Konakondla,Andhra Pradesh,India,11382,58543
Campobello di Mazara,Sicilia,Italy,11382,61084
Chekmagush,Bashkortostan,Russia,11382,50702
Lijiacha,Shaanxi,China,11381,72348
Samayanallur,Tamil Nadu,India,11381,34717
Halavagalu,Karnataka,India,11381,65941
Grafenhainichen,Saxony-Anhalt,Germany,11380,92867
Kranenburg,North Rhine-Westphalia,Germany,11380,71295
Buckhurst Hill,Essex,United Kingdom,11380,53252
Baghmaria,Bihar,India,11380,59917
Harji,Rajasthan,India,11380,31399
Bind,Bihar,India,11379,12496
Santa Fe,Parana,Brazil,11378,40985
Garuva,Santa Catarina,Brazil,11378,95482
Welzheim,Baden-Wurttemberg,Germany,11378,31434
Vaux-le-Penil,Ile-de-France,France,11378,48178
Sarjapur,Karnataka,India,11378,43310
Campo do Meio,Minas Gerais,Brazil,11377,86407
Salamedu,Tamil Nadu,India,11377,23390
Pir Maker,Bihar,India,11377,86682
Rosario de Mora,San Salvador,El Salvador,11377,58577
Staden,Flanders,Belgium,11376,99643
Harrow Weald,Harrow,United Kingdom,11376,61933
Sevilla,Bohol,Philippines,11376,25479
Great Bookham,Surrey,United Kingdom,11375,86719
Little Bookham,Surrey,United Kingdom,11375,94532
Bansbari,Bihar,India,11374,38224
Uchchangidurgam,Karnataka,India,11373,60351
Kochkor,Naryn,Kyrgyzstan,11373,85845
Buuhoodle,Togdheer,Somalia,11373,26173
Musile di Piave,Veneto,Italy,11372,86408
Bridgeton,Missouri,United States,11372,49800
Elliot Lake,Ontario,Canada,11372,37424
Handewitt,Schleswig-Holstein,Germany,11371,32707
Pelsall,Walsall,United Kingdom,11371,80224
Kamiita,Tokushima,Japan,11370,22854
Okmulgee,Oklahoma,United States,11370,13681
Humahuaca,Jujuy,Argentina,11369,31613
Alcantaras,Ceara,Brazil,11369,29879
Bhagwatpur,Bihar,India,11369,16078
Biddupur,Bihar,India,11369,55461
Waihee-Waiehu,Hawaii,United States,11369,62314
Puyehue,Los Lagos,Chile,11368,37941
Harsum,Lower Saxony,Germany,11368,11416
Zambrano,Bolivar,Colombia,11367,95028
Eichenzell,Hesse,Germany,11367,35425
Byerazino,Minskaya Voblasts,Belarus,11366,18507
Jodar,Andalusia,Spain,11366,70587
Parora,Bihar,India,11366,23573
Rheinau,Baden-Wurttemberg,Germany,11365,68851
Baghra,Bihar,India,11365,38698
Atharga,Karnataka,India,11365,52478
San Jose del Fragua,Caqueta,Colombia,11364,71494
Lonate Pozzolo,Lombardy,Italy,11364,28318
Resende,Viseu,Portugal,11364,48719
Arumbakkam,Tamil Nadu,India,11363,79880
Meghraj,Gujarat,India,11363,85529
Jamhor,Bihar,India,11362,49102
Pachahi,Bihar,India,11362,29006
Manpaur,Bihar,India,11361,19048
Sidi Baizid,Medea,Algeria,11360,31949
Carnoustie,Angus,United Kingdom,11360,85604
Gardone Val Trompia,Lombardy,Italy,11360,27909
Zierikzee,Zeeland,Netherlands,11360,41335
Belen,Concepcion,Paraguay,11359,44184
Phulparas,Bihar,India,11358,70823
Manappakkam,Tamil Nadu,India,11358,71215
Kalinagar,West Bengal,India,11358,77330
Newtown,Powys,United Kingdom,11357,37641
Bromont,Quebec,Canada,11357,78256
Parvatgiri,Andhra Pradesh,India,11355,16826
Perampuzha,Kerala,India,11355,49563
Rancho Mission Viejo,California,United States,11355,62828
Bargaon,Bihar,India,11354,16369
Bishunpur,Bihar,India,11353,51312
Monte Sant'Angelo,Puglia,Italy,11353,15826
Akola,Uttar Pradesh,India,11351,12192
Talaigua Nuevo,Bolivar,Colombia,11350,29920
Bataipora,Mato Grosso do Sul,Brazil,11349,33683
Vitry-le-Francois,Grand Est,France,11349,35692
Downham Market,Norfolk,United Kingdom,11349,99791
Tokol,Pest,Hungary,11349,92453
Douar Trougout,Oriental,Morocco,11348,19409
Charouine,Adrar,Algeria,11347,91065
Ploufragan,Bretagne,France,11347,24795
Cardoso,Sao Paulo,Brazil,11345,86716
Taurisano,Puglia,Italy,11345,69572
Vaal Reefs,North West,South Africa,11345,31735
Nalambur,Tamil Nadu,India,11344,93899
Cherlagandlapalem,Andhra Pradesh,India,11342,93996
Calatrava,Romblon,Philippines,11342,54036
Pimenteiras,Piaui,Brazil,11341,85672
Cocoa Beach,Florida,United States,11341,63387
Lyuban,Minskaya Voblasts,Belarus,11339,86827
Capaci,Sicilia,Italy,11339,88085
Fulton,New York,United States,11339,22021
Teniet el Abed,Batna,Algeria,11338,79650
Polykastro,Kentriki Makedonia,Greece,11338,78120
Kurgunta,Karnataka,India,11337,19740
Domnesti,Ilfov,Romania,11337,95579
Somerville,Victoria,Australia,11336,65554
Moglingen,Baden-Wurttemberg,Germany,11334,23319
Dharmaj,Gujarat,India,11334,96391
Waidhofen an der Ybbs,Niederosterreich,Austria,11333,15242
Machados,Pernambuco,Brazil,11333,56169
Yanahuanca,Pasco,Peru,11333,99543
Gustavsberg,Stockholm,Sweden,11333,73711
Nussloch,Baden-Wurttemberg,Germany,11332,39407
Kozloduy,Vratsa,Bulgaria,11331,63504
Gouvea,Minas Gerais,Brazil,11331,90386
Rodenbach,Hesse,Germany,11331,31312
Natshal,West Bengal,India,11331,89630
Besalampy,Mahajanga,Madagascar,11331,22988
El Quisco,Valparaiso,Chile,11329,88734
Santa Rosa de Viterbo,Boyaca,Colombia,11329,76234
Papireddippatti,Tamil Nadu,India,11329,75973
Pemmperena,Sikasso,Mali,11329,97739
Sonseca,Castille-La Mancha,Spain,11328,25995
Tiruvennanallur,Tamil Nadu,India,11328,19876
Roessleville,New York,United States,11327,28537
Mashyal,Karnataka,India,11326,88438
Langarivo,Antsiranana,Madagascar,11326,65160
Mitchellville,Maryland,United States,11325,98295
Elon,North Carolina,United States,11325,97056
Barigarh,Madhya Pradesh,India,11324,15278
Ban Bang Lamung,Chon Buri,Thailand,11324,43727
Virton,Wallonia,Belgium,11323,20031
Tabapua,Sao Paulo,Brazil,11323,72745
Saverne,Grand Est,France,11323,96140
Timperley,Trafford,United Kingdom,11323,96690
Catskill,New York,United States,11322,84442
Mulheim-Karlich,Rhineland-Palatinate,Germany,11321,89834
Masinigudi,Tamil Nadu,India,11321,61866
Powdersville,South Carolina,United States,11321,76883
Holbrook,Massachusetts,United States,11320,80544
Rudersberg,Baden-Wurttemberg,Germany,11319,65237
Varadarajampettai,Tamil Nadu,India,11319,34553
Capitan Bado,Amambay,Paraguay,11319,14868
Tosagua,Manabi,Ecuador,11317,13960
Leatherhead,Surrey,United Kingdom,11316,73953
Ban Yang Hom,Chiang Rai,Thailand,11316,19944
Gracemere,Queensland,Australia,11315,78041
Bitritto,Puglia,Italy,11315,64248
Burslem,Stoke-on-Trent,United Kingdom,11314,33759
Marasesti,Vrancea,Romania,11314,28121
Clawson,Michigan,United States,11314,55129
Denkendorf,Baden-Wurttemberg,Germany,11312,94599
Cadolzburg,Bavaria,Germany,11312,60189
Worb,Bern,Switzerland,11311,41559
Sebt Bni Garfett,Tanger-Tetouan-Al Hoceima,Morocco,11311,15760
Tenenkou,Mopti,Mali,11310,88617
Snyder,Texas,United States,11310,43126
Tazhakudi,Tamil Nadu,India,11309,40961
Norwell,Massachusetts,United States,11309,43844
Hipperholme,Calderdale,United Kingdom,11308,24088
Edasseri,Kerala,India,11308,17236
Janow Lubelski,Lubelskie,Poland,11308,64967
Fountain Inn,South Carolina,United States,11307,97684
Naryn,Jalal-Abad,Kyrgyzstan,11306,61454
Dimmbal,Mopti,Mali,11306,55060
Zimna Voda,Lvivska Oblast,Ukraine,11306,52564
Arnprior,Ontario,Canada,11305,43843
Tudela,Cebu,Philippines,11304,30432
Biganos,Nouvelle-Aquitaine,France,11303,92248
Villa Purificacion,Jalisco,Mexico,11303,24433
Tournon-sur-Rhone,Auvergne-Rhone-Alpes,France,11302,37808
Honmachi,Hokkaido,Japan,11302,46245
Selma,Texas,United States,11302,92922
Ikhlaspur,Bihar,India,11301,72222
Sabana Yegua,Valdesia,Dominican Republic,11300,34902
Periya Soragai,Tamil Nadu,India,11299,24702
Jem'at Oulad 'Abbou,Casablanca-Settat,Morocco,11299,74211
Sebba,Sahel,Burkina Faso,11298,54185
Lafrayta,Marrakech-Safi,Morocco,11298,55707
Caldogno,Veneto,Italy,11297,94300
Inhassoro,Inhambane,Mozambique,11297,84222
Ichinohe,Iwate,Japan,11296,12416
Estiva Gerbi,Sao Paulo,Brazil,11295,42671
Gualcince,Lempira,Honduras,11295,77678
Batemans Bay,New South Wales,Australia,11294,95308
Caotan,Gansu,China,11294,10207
Singura,India,India,11293,86382
Commune Sidi Youssef Ben Ahmed,Fes-Meknes,Morocco,11292,60790
Arslanbob,Jalal-Abad,Kyrgyzstan,11291,31511
Panpuli,Tamil Nadu,India,11289,34711
Teano,Campania,Italy,11289,58014
Getulina,Sao Paulo,Brazil,11287,35746
Willistown,Pennsylvania,United States,11286,16024
Ravenna,Ohio,United States,11286,40392
Golfito,Puntarenas,Costa Rica,11284,54531
Drochtersen,Lower Saxony,Germany,11284,32759
Tikota,Karnataka,India,11284,71586
Antsambalahy,Antsiranana,Madagascar,11284,55772
Amatenango del Valle,Chiapas,Mexico,11283,20797
Ban Kat,Mae Hong Son,Thailand,11283,69727
Stamboliyski,Plovdiv,Bulgaria,11282,59269
Meru,Jharkhand,India,11282,52500
Anderson,California,United States,11282,29986
Pedro de Toledo,Sao Paulo,Brazil,11281,28320
Limavady,Causeway Coast and Glens,United Kingdom,11279,46951
Stanwell,Surrey,United Kingdom,11279,50694
Beldibi,Mugla,Turkey,11278,52612
De Doorns,Western Cape,South Africa,11278,63723
North Dundas,Ontario,Canada,11278,48569
Tramore,Waterford,Ireland,11277,91557
Derdara,Tanger-Tetouan-Al Hoceima,Morocco,11276,63542
Whitestown,Indiana,United States,11276,31199
Pipariya,Bihar,India,11275,81036
Somavarappatti,Tamil Nadu,India,11275,39666
Storm Lake,Iowa,United States,11275,15402
Kanhaipur,Bihar,India,11274,98907
Biri,Northern Samar,Philippines,11274,47549
Majanji,Busia,Uganda,11274,25515
Healdsburg,California,United States,11274,93123
Caimanera,Guantanamo,Cuba,11273,82593
Bhilavadi,Maharashtra,India,11273,74598
Seneffe,Wallonia,Belgium,11272,22099
Iskapalem,Andhra Pradesh,India,11272,32097
Riedlingen,Baden-Wurttemberg,Germany,11271,80719
Curimata,Piaui,Brazil,11270,63366
Covenas,Sucre,Colombia,11270,30463
Astley,Wigan,United Kingdom,11270,59094
Fallersleben,Lower Saxony,Germany,11269,26696
Simeria,Hunedoara,Romania,11268,18354
Riebeeckstad,Free State,South Africa,11268,27912
Sinor,Gujarat,India,11267,55348
Asthal Bohar,Haryana,India,11267,31880
Chornomorske,"Krym, Avtonomna Respublika",Ukraine,11267,91296
Caetano,Bahia,Brazil,11266,80304
Samahuta,Bihar,India,11266,33951
Burtonwood,Warrington,United Kingdom,11265,43166
Banavar,Karnataka,India,11265,65782
Trecastagni,Sicilia,Italy,11265,70930
Groton,Massachusetts,United States,11265,27431
Triangle,Virginia,United States,11265,28326
Hagen im Bremischen,Lower Saxony,Germany,11264,37706
Kushk,Esfahan,Iran,11264,43007
Sirpanandal,Tamil Nadu,India,11263,49232
Prien am Chiemsee,Bavaria,Germany,11262,43439
Santa Cruz,Galapagos,Ecuador,11262,61771
Newport East,Rhode Island,United States,11262,34303
Montlouis-sur-Loire,Centre-Val de Loire,France,11261,45229
Bara Belun,West Bengal,India,11261,67745
Isselburg,North Rhine-Westphalia,Germany,11260,61258
Largs,North Ayrshire,United Kingdom,11260,30532
Zawyat Ahancal,Beni Mellal-Khenifra,Morocco,11260,82312
Sogne,Agder,Norway,11260,19334
Beclean,Bistrita-Nasaud,Romania,11260,47892
Ventersburg,Free State,South Africa,11260,38484
Ocean City,New Jersey,United States,11260,38831
Wellesley,Ontario,Canada,11260,33665
Edd,Debubawi Keyyih Bahri,Eritrea,11259,39205
Sosenskiy,Kaluzhskaya Oblast,Russia,11259,82590
Warfield,Bracknell Forest,United Kingdom,11258,53468
Boultham,Lincolnshire,United Kingdom,11258,71725
Tamba,Karnataka,India,11258,76564
Datiana,Bihar,India,11258,20368
Kovurupalli,Andhra Pradesh,India,11258,31435
Sant'Ilario d'Enza,Emilia-Romagna,Italy,11258,92590
Niasso,Segou,Mali,11257,47362
Oulad Rahmoun,Beni Mellal-Khenifra,Morocco,11256,90147
Korb,Baden-Wurttemberg,Germany,11255,23394
Jadopur Shukul,Bihar,India,11254,57753
Fredericksburg,Texas,United States,11254,64428
Poko,Bas-Uele,Congo (Kinshasa),11253,53038
Narayanavanam,Andhra Pradesh,India,11253,66138
El Playon,Santander,Colombia,11252,89133
Kin,Okinawa,Japan,11252,19880
Roncador,Parana,Brazil,11251,30815
Bollullos de la Mitacion,Andalusia,Spain,11251,92489
Sajoszentpeter,Borsod-Abauj-Zemplen,Hungary,11251,98376
Deodha,Bihar,India,11251,88422
Prachatice,Jihocesky Kraj,Czechia,11250,60298
Tetyushi,Tatarstan,Russia,11250,87502
Lang Suan,Chumphon,Thailand,11250,35440
